County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Love, Oklahoma,"8,602",296,"1,087",74,5
McClain, Oklahoma,"32,615",506,"4,012",259,50
McCurtain, Oklahoma,"24,560","3,315","7,042",239,274
McIntosh, Oklahoma,"15,929",918,"5,073",145,31
Major, Oklahoma,"7,316",133,329,61,9
Marshall, Oklahoma,"13,888",422,"2,475",80,11
Mayes, Oklahoma,"31,706",391,"12,505",230,51
Murray, Oklahoma,"11,618",326,"2,478",85,18
Muskogee, Oklahoma,"48,433","9,202","18,013",639,137
Noble, Oklahoma,"10,231",304,"1,413",74,12
Nowata, Oklahoma,"8,315",350,"2,886",39,14
Okfuskee, Oklahoma,"8,761","1,116","3,188",67,37
Oklahoma, Oklahoma,"565,165","132,087","54,025","29,164","1,922"
Okmulgee, Oklahoma,"29,005","4,247","9,281",271,62
Osage, Oklahoma,"34,941","6,047","10,121",270,52
Ottawa, Oklahoma,"25,153",554,"8,354",295,346
Pawnee, Oklahoma,"14,201",262,"2,883",93,12
Payne, Oklahoma,"67,907","3,880","6,862","3,669",111
Pittsburg, Oklahoma,"36,494","2,078","9,557",338,70
Pontotoc, Oklahoma,"29,675","1,441","9,233",442,45
Pottawatomie, Oklahoma,"58,458","3,047","12,929",788,143
Pushmataha, Oklahoma,"9,093",174,"2,553",55,7
Roger Mills, Oklahoma,"3,484",50,289,15,4
Rogers, Oklahoma,"74,390","1,530","18,334","1,255",138
Seminole, Oklahoma,"19,184","1,656","6,446",168,48
Sequoyah, Oklahoma,"31,556","1,079","12,263",357,55
Stephens, Oklahoma,"41,070","1,272","4,132",396,62
Texas, Oklahoma,"19,855",669,707,621,83
Tillman, Oklahoma,"6,761",728,512,57,20
Tulsa, Oklahoma,"486,917","76,744","66,781","19,413","1,272"
Wagoner, Oklahoma,"63,037","3,751","12,387","1,402",107
Washington, Oklahoma,"43,786","2,077","8,136",929,61
Washita, Oklahoma,"10,949",233,746,52,14
Woods, Oklahoma,"8,197",391,397,102,15
Woodward, Oklahoma,"19,370",493,"1,061",193,23
Baker, Oregon,"15,515",162,430,149,30
Benton, Oregon,"79,462","1,505","1,849","6,266",555
Clackamas, Oregon,"359,231","6,265","8,524","19,917","2,216"
Clatsop, Oregon,"35,950",467,"1,022",766,198
Columbia, Oregon,"47,595",540,"1,659",941,249
Coos, Oregon,"59,611",619,"3,657","1,149",305
Crook, Oregon,"20,176",124,546,185,46
Curry, Oregon,"21,468",193,"1,023",274,73
Deschutes, Oregon,"157,301","1,395","3,788","2,912",633
Douglas, Oregon,"103,229",880,"4,356","1,889",419
Gilliam, Oregon,"1,898",14,36,15,16
Grant, Oregon,"7,145",67,212,60,18
Harney, Oregon,"6,892",78,373,79,17
Hood River, Oregon,"21,767",285,478,524,103
Jackson, Oregon,"198,024","2,872","6,813","4,353","1,286"
Jefferson, Oregon,"16,640",291,"4,461",244,96
Josephine, Oregon,"80,065",782,"2,960","1,294",357
Klamath, Oregon,"61,575",958,"4,702","1,103",264
Lake, Oregon,"7,483",82,341,115,23
Lane, Oregon,"334,927","6,753","12,337","14,059","2,033"
Lincoln, Oregon,"43,287",520,"3,015",888,189
Linn, Oregon,"114,196","1,330","3,963","2,123",467
Malheur, Oregon,"28,967",523,986,724,104
Marion, Oregon,"298,892","6,809","13,070","10,036","3,721"
Morrow, Oregon,"10,838",154,349,121,48
Multnomah, Oregon,"644,082","55,090","22,893","65,673","7,802"
Polk, Oregon,"71,917","1,095","3,159","2,369",575
Sherman, Oregon,"1,690",15,50,8,3
Tillamook, Oregon,"24,491",231,703,360,123
Umatilla, Oregon,"71,704","1,151","4,442","1,206",278
Union, Oregon,"24,754",278,647,421,354
Wallowa, Oregon,"6,703",61,121,55,28
Wasco, Oregon,"23,738",271,"1,470",344,230
Washington, Oregon,"474,489","16,591","12,119","62,425","5,638"
Wheeler, Oregon,"1,384",17,50,16,4
Yamhill, Oregon,"95,486","1,596","3,516","2,683",502
Adams, Pennsylvania,"98,575","2,465",735,"1,038",80
Allegheny, Pennsylvania,"1,023,082","179,189","7,420","44,026",912
Armstrong, Pennsylvania,"67,519",864,240,260,26
Beaver, Pennsylvania,"158,227","12,917",845,"1,218",145
Bedford, Pennsylvania,"48,790",489,252,220,30
Berks, Pennsylvania,"375,913","32,070","5,110","7,763",915
Blair, Pennsylvania,"123,647","3,265",532,"1,112",85
Bradford, Pennsylvania,"61,807",633,500,514,31
Bucks, Pennsylvania,"572,511","29,020","4,005","30,151",654
Butler, Pennsylvania,"180,480","3,072",729,"2,473",121
Cambria, Pennsylvania,"134,976","6,741",574,"1,098",105
Cameron, Pennsylvania,"4,890",48,33,21,1
Carbon, Pennsylvania,"63,220","1,450",436,502,85
Centre, Pennsylvania,"141,227","6,024",802,"9,386",212
Chester, Pennsylvania,"449,496","37,117","3,389","24,599",581
Clarion, Pennsylvania,"38,736",555,197,292,25
Clearfield, Pennsylvania,"78,588","2,475",375,671,53
Clinton, Pennsylvania,"38,702",863,171,326,34
Columbia, Pennsylvania,"64,645","1,598",365,854,55
Crawford, Pennsylvania,"85,394","2,169",473,611,52
Cumberland, Pennsylvania,"221,660","10,854","1,464","9,559",233
Dauphin, Pennsylvania,"208,294","56,138","2,489","10,842",412
Delaware, Pennsylvania,"413,720","122,382","3,892","31,863",622
Elk, Pennsylvania,"31,344",219,112,164,19
Erie, Pennsylvania,"255,092","25,108","1,856","4,566",278
Fayette, Pennsylvania,"128,474","7,714",713,670,92
Forest, Pennsylvania,"6,161","1,468",51,37,9
Franklin, Pennsylvania,"143,742","7,159","1,058","1,982",174
Fulton, Pennsylvania,"14,529",254,80,48,11
Greene, Pennsylvania,"36,582","1,422",279,205,27
Huntingdon, Pennsylvania,"43,014","2,792",179,367,30
Indiana, Pennsylvania,"84,654","2,820",465,"1,057",50
Jefferson, Pennsylvania,"44,424",369,268,163,24
Juniata, Pennsylvania,"24,531",289,149,131,19
Lackawanna, Pennsylvania,"202,877","8,388","1,207","4,908",247
Lancaster, Pennsylvania,"488,614","30,098","4,066","12,574",753
Lawrence, Pennsylvania,"85,646","4,595",385,605,44
Lebanon, Pennsylvania,"129,106","5,090",915,"2,062",133
Lehigh, Pennsylvania,"310,468","34,184","4,676","13,629",811
Luzerne, Pennsylvania,"302,043","17,143","2,445","4,477",350
Lycoming, Pennsylvania,"110,649","6,924",680,"1,057",113
McKean, Pennsylvania,"41,763","1,305",264,314,16
Mercer, Pennsylvania,"107,860","7,836",620,"1,063",79
Mifflin, Pennsylvania,"46,188",559,193,287,24
Monroe, Pennsylvania,"138,419","27,161","2,159","4,748",358
Montgomery, Pennsylvania,"675,228","82,882","4,964","61,305",880
Montour, Pennsylvania,"17,686",386,82,493,8
Northampton, Pennsylvania,"271,556","21,501","2,444","9,506",449
Northumberland, Pennsylvania,"91,544","2,905",529,552,59
Perry, Pennsylvania,"45,018",593,274,265,47
Philadelphia, Pennsylvania,"733,298","713,074","25,215","115,220","3,981"
Pike, Pennsylvania,"52,233","3,997",636,851,85
Potter, Pennsylvania,"17,429",153,116,68,7
Schuylkill, Pennsylvania,"141,585","5,266",731,"1,133",113
Snyder, Pennsylvania,"38,934",628,190,295,20
Somerset, Pennsylvania,"74,630","2,253",308,411,41
Sullivan, Pennsylvania,"6,208",207,46,34,0
Susquehanna, Pennsylvania,"42,233",331,226,200,40
Tioga, Pennsylvania,"41,902",566,259,287,29
Union, Pennsylvania,"40,471","3,909",429,736,82
Venango, Pennsylvania,"53,291",933,299,329,49
Warren, Pennsylvania,"40,699",329,220,242,32
Washington, Pennsylvania,"199,587","8,948","1,050","2,103",147
Wayne, Pennsylvania,"49,541","1,997",320,393,36
Westmoreland, Pennsylvania,"350,621","12,076","1,448","3,745",225
Wyoming, Pennsylvania,"27,741",365,161,166,19
York, Pennsylvania,"402,013","32,668","3,343","7,628",483
Bristol, Rhode Island,"47,492",773,310,"1,075",79
Kent, Rhode Island,"157,350","4,096","1,467","4,656",208
Newport, Rhode Island,"76,755","4,465","1,001","2,144",224
Providence, Rhode Island,"521,800","81,170","13,034","29,758","2,277"
Washington, Rhode Island,"120,497","2,737","2,054","3,008",149
Abbeville, South Carolina,"17,823","7,257",184,120,14
Aiken, South Carolina,"119,890","42,300","2,044","2,038",199
Allendale, South Carolina,"2,610","7,356",48,60,3
Anderson, South Carolina,"155,524","33,153","1,364","2,014",133
Bamberg, South Carolina,"5,963","9,755",122,92,11
Barnwell, South Carolina,"12,128","10,062",228,172,18
Beaufort, South Carolina,"132,061","34,203","1,621","3,008",380
Berkeley, South Carolina,"135,384","50,072","2,869","6,301",477
Calhoun, South Carolina,"8,447","6,411",140,77,20
Charleston, South Carolina,"249,823","109,742","3,528","7,252",630
Cherokee, South Carolina,"43,589","11,965",504,409,77
Chester, South Carolina,"20,093","12,469",318,207,32
Chesterfield, South Carolina,"30,543","15,473",543,299,55
Clarendon, South Carolina,"17,025","17,140",204,280,25
Colleton, South Carolina,"22,783","15,193",516,255,41
Darlington, South Carolina,"39,303","28,686",476,386,68
Dillon, South Carolina,"15,829","14,948","1,045",162,32
Dorchester, South Carolina,"101,528","38,724","2,071","3,626",346
Edgefield, South Carolina,"16,299","10,007",216,160,37
Fairfield, South Carolina,"9,488","13,862",150,107,18
Florence, South Carolina,"77,456","58,802","1,123","2,105",117
Georgetown, South Carolina,"39,626","20,301",345,436,67
Greenville, South Carolina,"367,316","90,473","4,599","12,005",628
Greenwood, South Carolina,"46,369","22,749",574,792,101
Hampton, South Carolina,"9,350","11,277",169,148,24
Horry, South Carolina,"237,518","41,489","3,475","4,396",640
Jasper, South Carolina,"13,602","12,010",263,266,36
Kershaw, South Carolina,"45,850","16,139",497,532,78
Lancaster, South Carolina,"59,572","19,191",566,730,93
Laurens, South Carolina,"48,522","17,593",461,382,117
Lee, South Carolina,"6,579","11,981",109,101,20
Lexington, South Carolina,"223,533","42,714","3,034","5,442",383
McCormick, South Carolina,"4,965","5,000",59,42,11
Marion, South Carolina,"13,751","18,399",340,275,30
Marlboro, South Carolina,"12,307","14,618","1,527",146,31
Newberry, South Carolina,"25,161","12,081",433,270,130
Oconee, South Carolina,"67,953","6,433",601,730,63
Orangeburg, South Carolina,"32,958","57,520","1,011","1,005",74
Pickens, South Carolina,"109,043","9,064",854,"2,462",79
Richland, South Carolina,"196,093","189,047","3,922","12,430","1,011"
Saluda, South Carolina,"14,159","5,347",355,83,217
Spartanburg, South Carolina,"220,128","62,997","2,573","7,369",306
Sumter, South Carolina,"55,090","51,901","1,106","1,906",249
Union, South Carolina,"19,192","9,160",156,122,30
Williamsburg, South Carolina,"11,285","22,163",213,168,18
York, South Carolina,"182,751","47,692","3,541","4,707",338
Aurora, South Dakota,"2,662",23,58,24,0
Beadle, South Dakota,"16,401",409,343,969,39
Bennett, South Dakota,"1,315",32,"2,207",29,7
Bon Homme, South Dakota,"6,424",114,573,38,5
Brookings, South Dakota,"30,841",514,616,"1,057",41
Brown, South Dakota,"35,159",628,"1,574",538,83
Brule, South Dakota,"4,781",52,587,22,7
Buffalo, South Dakota,389,19,"1,642",9,0
Butte, South Dakota,"9,930",104,394,53,17
Campbell, South Dakota,"1,367",9,12,9,2
Charles Mix, South Dakota,"6,189",83,"3,140",52,12
Clark, South Dakota,"3,558",24,22,8,1
Clay, South Dakota,"13,104",336,618,328,30
Codington, South Dakota,"26,603",306,782,257,10
Corson, South Dakota,"1,366",28,"2,773",31,5
Custer, South Dakota,"7,973",73,410,66,7
Davison, South Dakota,"18,880",260,742,169,34
Day, South Dakota,"5,077",52,562,33,3
Deuel, South Dakota,"4,323",45,39,15,0
Dewey, South Dakota,"1,435",36,"4,223",32,2
Douglas, South Dakota,"2,891",23,81,10,0
Edmunds, South Dakota,"3,998",16,46,18,1
Fall River, South Dakota,"6,394",106,628,69,8
Faulk, South Dakota,"2,362",6,16,10,2
Grant, South Dakota,"7,153",44,100,51,7
Gregory, South Dakota,"3,903",34,376,27,12
Haakon, South Dakota,"1,848",34,70,18,4
Hamlin, South Dakota,"5,879",47,42,20,2
Hand, South Dakota,"3,349",10,26,19,3
Hanson, South Dakota,"3,355",12,26,22,2
Harding, South Dakota,"1,282",8,35,7,3
Hughes, South Dakota,"15,238",338,"2,128",153,20
Hutchinson, South Dakota,"7,058",73,105,25,4
Hyde, South Dakota,"1,292",15,141,12,1
Jackson, South Dakota,"1,515",48,"1,743",16,1
Jerauld, South Dakota,"2,024",8,19,5,3
Jones, South Dakota,963,12,43,10,5
Kingsbury, South Dakota,"5,127",44,70,24,0
Lake, South Dakota,"11,506",142,207,115,6
Lawrence, South Dakota,"23,370",295,894,260,27
Lincoln, South Dakota,"46,858",801,573,711,34
Lyman, South Dakota,"2,292",32,"1,555",15,1
McCook, South Dakota,"5,533",30,60,18,3
McPherson, South Dakota,"2,418",12,14,7,2
Marshall, South Dakota,"4,170",60,484,19,0
Meade, South Dakota,"24,545",648,"1,206",349,49
Mellette, South Dakota,992,20,"1,175",13,1
Miner, South Dakota,"2,292",21,16,12,0
Minnehaha, South Dakota,"159,785","9,309","6,396","3,628",334
Moody, South Dakota,"5,452",85,"1,011",91,0
Pennington, South Dakota,"90,806","2,566","12,941","1,814",266
Perkins, South Dakota,"2,959",24,65,12,3
Potter, South Dakota,"2,308",16,47,12,2
Roberts, South Dakota,"6,527",70,"3,970",58,7
Sanborn, South Dakota,"2,307",12,39,7,1
Shannon, South Dakota,835,54,"13,281",38,7
Spink, South Dakota,"6,511",44,140,17,1
Stanley, South Dakota,"2,712",37,282,14,2
Sully, South Dakota,"1,387",17,43,1,0
Todd, South Dakota,"1,218",57,"8,806",40,6
Tripp, South Dakota,"4,683",44,845,29,3
Turner, South Dakota,"8,175",59,130,23,6
Union, South Dakota,"14,388",232,211,229,18
Walworth, South Dakota,"4,674",47,881,32,4
Yankton, South Dakota,"21,303",546,880,183,28
Ziebach, South Dakota,777,26,"2,141",16,2
Anderson, Tennessee,"71,036","3,885",801,"1,096",69
Bedford, Tennessee,"40,794","4,185",631,591,90
Benton, Tennessee,"15,762",496,199,123,8
Bledsoe, Tennessee,"12,185",581,139,36,3
Blount, Tennessee,"118,752","4,409","1,297","1,369",98
Bradley, Tennessee,"94,663","5,448","1,256","1,312",147
Campbell, Tennessee,"39,999",292,393,168,34
Cannon, Tennessee,"13,526",292,131,50,18
Carroll, Tennessee,"25,308","3,336",271,111,26
Carter, Tennessee,"56,149","1,139",423,252,37
Cheatham, Tennessee,"38,266",856,366,239,39
Chester, Tennessee,"15,445","1,769",178,92,9
Claiborne, Tennessee,"31,041",454,314,226,26
Clay, Tennessee,"7,635",165,69,15,13
Cocke, Tennessee,"34,537",974,443,173,35
Coffee, Tennessee,"50,395","2,508",574,660,58
Crockett, Tennessee,"12,526","2,093",175,64,17
Cumberland, Tennessee,"56,063",459,608,371,78
Davidson, Tennessee,"440,212","190,063","7,561","25,492","1,435"
Decatur, Tennessee,"11,179",409,90,74,19
DeKalb, Tennessee,"18,423",465,171,101,11
Dickson, Tennessee,"47,554","2,644",508,395,50
Dyer, Tennessee,"32,215","6,010",330,290,40
Fayette, Tennessee,"27,474","10,884",249,291,32
Fentress, Tennessee,"17,744",104,145,61,11
Franklin, Tennessee,"38,106","2,373",485,443,51
Gibson, Tennessee,"40,140","9,628",303,223,34
Giles, Tennessee,"25,707","3,242",292,204,34
Grainger, Tennessee,"22,397",217,178,64,15
Greene, Tennessee,"66,521","1,813",563,401,89
Grundy, Tennessee,"13,453",114,170,54,3
Hamblen, Tennessee,"58,681","3,434",883,734,148
Hamilton, Tennessee,"266,595","71,940","4,055","8,151",804
Hancock, Tennessee,"6,656",52,68,21,2
Hardeman, Tennessee,"15,219","11,203",179,224,13
Hardin, Tennessee,"24,836","1,141",255,161,14
Hawkins, Tennessee,"55,331","1,042",498,341,33
Haywood, Tennessee,"9,023","9,236",103,62,5
Henderson, Tennessee,"25,698","2,519",179,136,15
Henry, Tennessee,"29,449","2,927",292,166,35
Hickman, Tennessee,"22,806","1,313",292,111,14
Houston, Tennessee,"8,118",308,94,47,7
Humphreys, Tennessee,"17,606",601,183,87,19
Jackson, Tennessee,"11,345",91,129,33,7
Jefferson, Tennessee,"50,422","1,510",537,300,54
Johnson, Tennessee,"17,605",474,133,64,14
Knox, Tennessee,"389,603","44,273","4,262","10,953",806
Lake, Tennessee,"5,503","2,254",65,25,8
Lauderdale, Tennessee,"17,668","9,922",296,221,21
Lawrence, Tennessee,"41,066",955,480,227,32
Lewis, Tennessee,"11,549",320,108,83,8
Lincoln, Tennessee,"30,704","2,557",543,193,65
Loudon, Tennessee,"48,320",967,442,435,120
McMinn, Tennessee,"49,616","2,567",679,488,27
McNairy, Tennessee,"24,457","1,726",244,89,8
Macon, Tennessee,"22,139",220,267,112,12
Madison, Tennessee,"60,550","37,317",637,"1,273",118
Marion, Tennessee,"26,855","1,253",299,173,12
Marshall, Tennessee,"28,567","2,339",296,218,46
Maury, Tennessee,"70,877","11,085",787,822,93
Meigs, Tennessee,"11,375",236,171,42,5
Monroe, Tennessee,"43,578","1,278",731,275,38
Montgomery, Tennessee,"142,043","40,374","3,229","6,546","1,237"
Moore, Tennessee,"6,135",177,49,36,4
Morgan, Tennessee,"21,048",944,238,73,14
Obion, Tennessee,"27,823","3,567",180,142,30
Overton, Tennessee,"21,973",234,204,69,8
Perry, Tennessee,"7,582",225,127,38,1
Pickett, Tennessee,"5,051",26,33,4,0
Polk, Tennessee,"16,398",151,218,52,16
Putnam, Tennessee,"69,709","2,108",912,"1,178",141
Rhea, Tennessee,"31,233",925,400,215,28
Roane, Tennessee,"51,492","1,784",630,415,45
Robertson, Tennessee,"60,806","5,616",677,546,92
Rutherford, Tennessee,"227,226","39,509","2,888","10,354",506
Scott, Tennessee,"22,004",117,192,72,4
Sequatchie, Tennessee,"14,211",141,161,71,9
Sevier, Tennessee,"89,811","1,351","1,042","1,253",77
Shelby, Tennessee,"413,583","504,510","7,553","26,973","1,403"
Smith, Tennessee,"18,549",549,219,80,9
Stewart, Tennessee,"12,820",366,202,180,11
Sullivan, Tennessee,"151,353","4,595","1,344","1,325",112
Sumner, Tennessee,"151,877","12,432","1,487","2,617",279
Tipton, Tennessee,"49,241","12,108",706,611,126
Trousdale, Tennessee,"7,001",812,87,38,4
Unicoi, Tennessee,"18,062",132,164,65,5
Union, Tennessee,"18,981",108,233,59,33
Van Buren, Tennessee,"5,563",55,46,18,3
Warren, Tennessee,"38,030","1,627",406,285,43
Washington, Tennessee,"117,480","6,327","1,155","1,984",147
Wayne, Tennessee,"15,874","1,084",153,54,11
Weakley, Tennessee,"31,393","3,019",283,489,31
White, Tennessee,"25,345",671,280,119,30
Williamson, Tennessee,"176,967","9,646","1,299","7,649",237
Wilson, Tennessee,"108,917","8,790","1,194","1,977",165
Anderson, Texas,"44,537","12,948",677,660,170
Andrews, Texas,"15,411",428,330,160,9
Angelina, Texas,"72,267","14,036","1,022","1,124",87
Aransas, Texas,"22,608",544,488,572,36
Archer, Texas,"8,517",117,158,42,10
Armstrong, Texas,"1,901",36,27,5,1
Atascosa, Texas,"45,009",709,802,315,77
Austin, Texas,"25,515","2,913",400,208,22
Bailey, Texas,"6,763",131,212,50,11
Bandera, Texas,"20,111",215,407,121,18
Bastrop, Texas,"66,600","6,630","1,996",923,183
Baylor, Texas,"3,480",130,45,17,3
Bee, Texas,"29,227","2,878",415,280,52
Bell, Texas,"232,759","80,300","6,810","14,680","3,879"
Bexar, Texas,"1,561,347","161,254","34,326","63,627","6,202"
Blanco, Texas,"10,315",169,238,82,14
Borden, Texas,606,8,9,3,1
Bosque, Texas,"17,488",487,259,118,11
Bowie, Texas,"68,275","23,789","1,684","1,160",177
Brazoria, Texas,"259,732","44,668","4,363","21,094",476
Brazos, Texas,"165,126","23,846","2,415","12,339",375
Brewster, Texas,"8,845",196,246,128,17
Briscoe, Texas,"1,489",56,20,5,0
Brooks, Texas,"7,007",75,53,62,3
Brown, Texas,"35,934","1,632",547,282,44
Burleson, Texas,"14,880","2,315",253,88,20
Burnet, Texas,"41,891","1,094",738,352,52
Caldwell, Texas,"34,942","3,025",824,480,48
Calhoun, Texas,"19,762",750,283,"1,049",18
Callahan, Texas,"13,143",290,196,111,16
Cameron, Texas,"406,107","3,875","3,358","3,798",373
Camp, Texas,"10,110","2,248",227,147,26
Carson, Texas,"5,970",76,115,48,4
Cass, Texas,"24,643","5,397",357,179,31
Castro, Texas,"7,794",230,166,52,3
Chambers, Texas,"32,196","3,221",588,534,61
Cherokee, Texas,"42,359","8,090","1,193",393,58
Childress, Texas,"6,231",769,88,67,7
Clay, Texas,"10,258",150,254,56,13
Cochran, Texas,"2,805",147,86,10,7
Coke, Texas,"3,122",40,82,15,2
Coleman, Texas,"8,287",301,172,56,10
Collin, Texas,"648,656","84,111","11,353","110,316","1,638"
Collingsworth, Texas,"2,765",197,91,21,1
Colorado, Texas,"17,573","2,877",293,168,24
Comal, Texas,"110,043","2,848","1,797","1,504",165
Comanche, Texas,"13,424",149,218,64,8
Concho, Texas,"3,872",136,34,23,8
Cooke, Texas,"36,544","1,541",815,441,44
Coryell, Texas,"60,452","14,563","1,750","2,682",873
Cottle, Texas,"1,319",159,15,3,1
Crane, Texas,"4,309",187,75,40,5
Crockett, Texas,"3,584",73,72,32,4
Crosby, Texas,"5,767",292,103,25,10
Culberson, Texas,"2,177",35,78,45,5
Dallam, Texas,"6,708",167,184,67,12
Dallas, Texas,"1,718,843","582,738","43,086","149,239","4,489"
Dawson, Texas,"12,396","1,069",222,105,23
Deaf Smith, Texas,"18,574",427,398,135,30
Delta, Texas,"4,759",485,152,65,5
Denton, Texas,"584,285","71,645","11,456","57,104","1,540"
De Witt, Texas,"18,247","2,086",249,111,13
Dickens, Texas,"2,145",126,60,33,3
Dimmit, Texas,"10,178",185,104,72,5
Donley, Texas,"3,387",198,43,20,2
Duval, Texas,"11,341",169,94,50,18
Eastland, Texas,"17,699",495,280,108,19
Ector, Texas,"134,027","7,607","2,791","1,649",327
Edwards, Texas,"1,892",19,45,22,0
Ellis, Texas,"136,873","15,219","2,393","1,487",263
El Paso, Texas,"775,378","36,987","11,332","14,530","2,422"
Erath, Texas,"38,024",832,793,384,47
Falls, Texas,"12,851","4,596",270,124,38
Fannin, Texas,"30,791","2,610",769,253,48
Fayette, Texas,"22,649","1,779",369,126,26
Fisher, Texas,"3,664",167,52,19,3
Floyd, Texas,"6,004",265,88,31,3
Foard, Texas,"1,232",68,5,11,2
Fort Bend, Texas,"372,340","138,810","6,773","119,972","1,195"
Franklin, Texas,"9,974",529,189,102,8
Freestone, Texas,"15,856","3,307",411,194,27
Frio, Texas,"16,515",740,215,438,15
Gaines, Texas,"17,728",460,292,120,20
Galveston, Texas,"246,438","43,790","4,414","11,771",528
Garza, Texas,"5,882",469,58,19,7
Gillespie, Texas,"24,585",201,398,127,33
Glasscock, Texas,"1,228",23,12,1,2
Goliad, Texas,"6,855",421,110,33,7
Gonzales, Texas,"18,022","1,637",405,125,27
Gray, Texas,"21,299","1,380",532,198,16
Grayson, Texas,"110,613","8,545","3,513","1,843",162
Gregg, Texas,"94,865","26,095","1,914","1,972",222
Grimes, Texas,"21,983","4,562",390,161,29
Guadalupe, Texas,"125,267","11,787","2,423","3,485",493
Hale, Texas,"33,330","2,348",730,249,63
Hall, Texas,"2,996",264,50,20,4
Hamilton, Texas,"8,046",103,162,60,7
Hansford, Texas,"5,368",69,110,27,0
Hardeman, Texas,"3,762",295,64,35,6
Hardin, Texas,"51,269","3,470",555,454,34
Harris, Texas,"3,077,591","861,960","70,894","310,122","9,807"
Harrison, Texas,"50,885","15,427","1,219",550,117
Hartley, Texas,"5,629",466,68,46,3
Haskell, Texas,"5,516",306,91,53,12
Hays, Texas,"157,521","7,763","3,343","3,389",484
Hemphill, Texas,"3,962",44,57,41,4
Henderson, Texas,"72,610","5,654","1,314",567,100
Hidalgo, Texas,"785,756","7,872","5,492","9,851",547
Hill, Texas,"32,107","2,794",453,247,57
Hockley, Texas,"21,755","1,100",413,147,26
Hood, Texas,"50,895",548,845,451,71
Hopkins, Texas,"32,301","2,846",586,294,69
Houston, Texas,"16,793","6,231",231,177,20
Howard, Texas,"31,976","2,710",770,501,80
Hudspeth, Texas,"3,200",77,66,32,2
Hunt, Texas,"77,376","8,022","1,919","1,226",257
Hutchinson, Texas,"20,712",790,696,164,28
Irion, Texas,"1,540",33,23,8,2
Jack, Texas,"8,461",405,117,57,11
Jackson, Texas,"13,008","1,142",189,99,12
Jasper, Texas,"29,374","6,267",390,303,51
Jeff Davis, Texas,"2,249",52,38,19,2
Jefferson, Texas,"153,049","87,850","3,717","10,150",480
Jim Hogg, Texas,"5,171",44,42,34,5
Jim Wells, Texas,"40,583",510,569,282,36
Johnson, Texas,"145,301","5,554","2,533","1,708",802
Jones, Texas,"16,919","2,680",341,219,25
Karnes, Texas,"13,293","1,415",184,65,8
Kaufman, Texas,"93,107","12,103","1,789","1,389",159
Kendall, Texas,"35,045",453,499,425,55
Kenedy, Texas,410,16,7,2,0
Kent, Texas,822,16,13,4,1
Kerr, Texas,"47,705","1,286",997,587,93
Kimble, Texas,"4,430",28,68,38,6
King, Texas,274,3,10,0,0
Kinney, Texas,"3,459",84,57,26,9
Kleberg, Texas,"29,588","1,596",468,859,80
Knox, Texas,"3,479",277,77,14,2
Lamar, Texas,"41,838","7,297","1,479",508,80
Lamb, Texas,"12,925",781,346,61,9
Lampasas, Texas,"18,799",959,481,400,81
La Salle, Texas,"6,958",83,79,24,3
Lavaca, Texas,"17,878","1,525",200,90,31
Lee, Texas,"14,460","1,959",259,110,47
Leon, Texas,"15,283","1,345",206,156,14
Liberty, Texas,"66,557","8,885","1,269",654,138
Limestone, Texas,"18,971","4,433",367,155,20
Lipscomb, Texas,"3,298",91,107,25,9
Live Oak, Texas,"10,897",599,172,90,11
Llano, Texas,"18,657",278,296,132,11
Loving, Texas,74,1,3,0,0
Lubbock, Texas,"253,334","24,099","4,745","7,758",734
Lynn, Texas,"5,512",179,135,24,2
McCulloch, Texas,"7,949",266,125,57,6
McLennan, Texas,"196,493","38,102","3,901","4,990",489
McMullen, Texas,718,11,16,8,0
Madison, Texas,"10,667","2,904",218,131,8
Marion, Texas,"7,879","2,339",223,93,7
Martin, Texas,"4,831",128,78,35,4
Mason, Texas,"3,953",39,43,15,13
Matagorda, Texas,"31,068","4,398",652,904,63
Maverick, Texas,"54,078",377,872,307,25
Medina, Texas,"44,687","1,440",721,494,79
Menard, Texas,"2,169",31,40,4,2
Midland, Texas,"132,823","10,881","2,383","2,551",224
Milam, Texas,"21,224","2,622",396,163,10
Mills, Texas,"4,741",73,63,17,2
Mitchell, Texas,"7,921","1,250",193,98,17
Montague, Texas,"19,122",187,389,133,11
Montgomery, Texas,"444,602","25,131","7,817","14,544","1,039"
Moore, Texas,"19,553",755,484,"1,797",52
Morris, Texas,"9,650","3,057",206,97,21
Motley, Texas,"1,144",33,19,1,0
Nacogdoches, Texas,"52,090","12,566",997,"1,136",73
Navarro, Texas,"39,926","7,160",788,498,454
Newton, Texas,"11,096","3,071",185,100,5
Nolan, Texas,"13,896",882,224,113,6
Nueces, Texas,"322,257","16,645","4,769","8,085",773
Ochiltree, Texas,"10,352",126,208,87,8
Oldham, Texas,"1,930",92,32,25,2
Orange, Texas,"74,331","7,509","1,105","1,118",97
Palo Pinto, Texas,"26,743",822,419,245,40
Panola, Texas,"19,888","4,011",370,158,30
Parker, Texas,"115,254","2,875","2,053","1,210",135
Parmer, Texas,"9,768",184,208,74,38
Pecos, Texas,"14,594",714,236,165,19
Polk, Texas,"39,158","5,527","1,256",369,61
Potter, Texas,"101,972","14,365","2,277","5,938",279
Presidio, Texas,"7,240",98,124,93,5
